timestamp,TIMESTAMP,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_P,GYRO_R,GYRO_Y,GSR_RES,GSR_CON,PPG_RAW,HEART_RATE,HRV
1912156.1375826,2919230.5,-0.08856971561908722,-0.2202274054288864,-9.977258682250977,0.7480915784835815,0.09160305559635162,-1.6793893575668335,720.0946044921875,3708.0,1406.5933837890625,187.31707763671875,140.625
1912156.1444774,2919238.25,-0.0694195106625557,-0.22501495480537415,-9.991621971130371,1.14503812789917,0.5496183037757874,-1.5572519302368164,717.26953125,3720.0,1409.5238037109375,187.31707763671875,140.625
1912156.1495875,2919246.0,-0.0550568513572216,-0.26570916175842285,-9.960502624511719,-0.39694657921791077,-0.38167938590049744,-1.6641221046447754,721.2783203125,3703.0,1409.5238037109375,187.31707763671875,140.625
1912156.1499697,2919254.0,-0.0694195106625557,-0.22501495480537415,-9.99880313873291,-0.8244274854660034,-0.9923664331436157,-1.3129770755767822,716.0989990234375,3725.0,1405.128173828125,187.31707763671875,140.625
1912156.1610212,2919261.75,-0.06463195383548737,-0.23698383569717407,-9.99880313873291,-1.267175555229187,-1.5572519302368164,-1.4198473691940308,718.6793212890625,3714.0,1406.5933837890625,187.31707763671875,140.625
1912156.1696258,2919269.5,-0.0694195106625557,-0.21065230667591095,-9.970077514648438,-1.2824426889419556,-1.0229008197784424,-1.2213740348815918,719.8583374023438,3709.0,1408.05859375,187.31707763671875,140.625
1912156.1836197,2919277.25,-0.07181328535079956,-0.21065230667591095,-9.967683792114258,-0.9770992398262024,-1.1145038604736328,-1.2519084215164185,715.6318359375,3727.0,1406.5933837890625,187.31707763671875,140.625
1912156.1927592,2919285.25,-0.06702573597431183,-0.1938958764076233,-9.941352844238281,-0.7938931584358215,-1.160305380821228,-1.4351145029067993,719.6222534179688,3710.0,1404.3956298828125,187.31707763671875,140.625
1912156.1930479,2919293.0,-0.07899461686611176,-0.2010771930217743,-9.943746566772461,-0.5954198241233826,-0.442748099565506,-1.1908396482467651,715.3984375,3728.0,1403.6629638671875,187.31707763671875,140.625
1912156.2003503,2919300.75,-0.06463195383548737,-0.2345900684595108,-9.95571517944336,-0.10687022656202316,-0.47328245639801025,-1.267175555229187,716.5667724609375,3723.0,1406.5933837890625,187.31707763671875,140.625
