timestamp,TIMESTAMP,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_P,GYRO_R,GYRO_Y,GSR_RES,GSR_CON,PPG_RAW,HEART_RATE,HRV
164427.3188,328120.1563,-6.666666508,5.405146599,-4.368641376,-0.732824445,-1.083969474,-1.450381637,317.5409546,2777,1391.20874,-1,484.375
164427.3282,328127.9688,-6.68102932,5.397965431,-4.409335613,-0.870229006,-0.763358772,-1.740458012,317.6922913,2776,1390.476196,-1,484.375
164427.3303,328135.7813,-6.683423042,5.364452362,-4.416517258,-0.961832047,-0.53435117,-1.312977076,317.5409546,2777,1391.941406,-1,484.375
164427.3439,328143.5938,-6.678635597,5.35008955,-4.430879593,-1.038167953,-0.824427485,-1.603053451,317.5409546,2777,1392.67395,-1,484.375
164427.348,328151.4063,-6.704967022,5.338120937,-4.406941891,-1.06870234,-0.549618304,-1.358778596,317.5409546,2777,1394.13916,-1,484.375
164427.3533,328159.2188,-6.728904724,5.345302105,-4.368641376,-1.282442689,-1.099236608,-1.129770994,317.6922913,2776,1393.406616,-1,484.375
164427.3545,328167.0313,-6.726511002,5.354877472,-4.356672764,-1.297709942,-0.961832047,-0.961832047,317.389801,2778,1394.13916,-1,484.375
164427.3728,328174.8438,-6.724117279,5.385996342,-4.387791634,-1.419847369,-1.053435087,-0.931297719,317.5409546,2777,1393.406616,-1,484.375
164427.3835,328182.6563,-6.721723557,5.369239807,-4.383004189,-0.931297719,-1.404580116,-0.931297719,317.389801,2778,1394.13916,-1,484.375
164427.3839,328190.4688,-6.709754467,5.405146599,-4.399760723,-1.099236608,-1.282442689,-0.885496199,317.389801,2778,1393.406616,-1,484.375
164427.3946,328198.2813,-6.704967022,5.412327766,-4.397367001,-0.946564913,-1.374045849,-1.06870234,317.389801,2778,1394.871826,-1,484.375
164427.3952,328206.0938,-6.685816765,5.426690578,-4.411729336,-1.190839648,-1.786259532,-0.885496199,317.389801,2778,1397.802246,-1,484.375
164427.4057,328213.9063,-6.700179577,5.443447113,-4.394973278,-1.389312983,-1.862595439,-1.328244328,317.389801,2778,1400.732544,-1,484.375
164427.4064,328221.7188,-6.738480091,5.424296856,-4.390185356,-1.526717544,-1.343511462,-1.251908422,317.389801,2778,1402.197754,-1,484.375
164427.4139,328229.5313,-6.764811516,5.405146599,-4.493117809,-1.053435087,-0.916030526,-1.267175555,317.238739,2779,1402.93042,-1,484.375
164427.4216,328237.3438,-6.78156805,5.383602619,-4.452423573,-1.190839648,-1.801526666,-1.053435087,317.389801,2778,1405.86084,-1,484.375
164427.4327,328245.1563,-6.745661259,5.352483749,-4.45002985,-0.366412222,-1.786259532,-1.206106901,317.389801,2778,1406.593384,-1,484.375
164427.4425,328252.9688,-6.779174328,5.390783787,-4.557749748,-0.061068702,-1.633587837,-1.282442689,317.389801,2778,1408.058594,-1,484.375
164427.4478,328260.7813,-6.736086369,5.460203648,-4.476361275,-0.809160292,-1.51145041,-1.007633567,317.0878601,2780,1408.058594,-1,484.375
164427.4577,328268.5938,-6.666666508,5.429084301,-4.332735062,-1.450381637,-1.312977076,-0.595419824,317.389801,2778,1407.32605,-1,484.375
164427.4595,328276.4063,-6.640335083,5.405146599,-4.351885319,-1.450381637,-1.160305381,-1.786259532,317.238739,2779,1405.128174,-1,484.375
164427.4705,328284.2188,-6.721723557,5.393177509,-4.359066486,-1.679389358,-1.099236608,-2.351145029,317.238739,2779,1402.197754,-1,484.375
164427.4845,328292.0313,-6.760024071,5.357271194,-4.356672764,-1.648854971,-1.099236608,-2.44274807,317.0878601,2780,1400.732544,-1,484.375
164427.4851,328299.8438,-6.757630348,5.321364403,-4.404548168,-1.358778596,-1.343511462,-2.091603041,317.238739,2779,1400,-1,484.375
164427.513,328307.6563,-6.740873814,5.316576958,-4.466786385,-1.160305381,-1.236641169,-1.51145041,317.0878601,2780,1400.732544,-1,484.375
164427.514,328315.4688,-6.745661259,5.357271194,-4.421304703,-1.801526666,-1.572519064,-1.435114503,317.238739,2779,1402.93042,-1,515.625
164427.5164,328323.2813,-6.724117279,5.400359154,-4.371035099,-1.389312983,-1.801526666,-1.358778596,317.0878601,2780,1405.128174,-1,515.625
164427.517,328331.0938,-6.724117279,5.409934044,-4.354279041,-1.312977076,-1.450381637,-1.343511462,317.0878601,2780,1405.86084,-1,515.625
164427.5265,328338.9063,-6.673848152,5.388390064,-4.325553417,-0.778625965,-2.04580164,-1.083969474,317.238739,2779,1407.32605,-1,515.625
164427.5405,328346.7188,-6.692998409,5.409934044,-4.32794714,-0.992366433,-2.274809122,-0.900763333,316.7865295,2782,1408.058594,-1,515.625
164427.5412,328354.5313,-6.68102932,5.436265945,-4.335128784,-1.267175555,-2.366412163,-1.206106901,317.0878601,2780,1408.79126,-1,515.625
164427.5619,328362.3438,-6.709754467,5.441053391,-4.347097397,-1.46564889,-2.13740468,-1.786259532,317.0878601,2780,1408.79126,-1,515.625
164427.5641,328370.1563,-6.692998409,5.443447113,-4.335128784,-1.664122105,-1.251908422,-1.740458012,317.0878601,2780,1409.523804,-1,515.625
