,0
799,570
800,573
801,570
802,571
803,572
804,573
805,572
806,570
807,569
808,571
809,573
810,571
811,572
812,571
813,572
814,570
815,571
816,573
817,570
818,571
819,571
820,572
821,572
822,571
823,573
824,573
825,567
826,572
827,570
828,571
829,571
830,571
831,570
832,572
833,572
834,571
835,571
836,571
837,571
838,570
839,571
840,566
841,573
842,568
843,570
844,571
845,568
846,573
847,572
848,569
849,570
850,568
851,571
852,570
853,572
854,572
855,573
856,572
857,573
858,570
859,571
860,569
861,572
862,570
863,572
864,570
865,572
866,571
867,572
868,572
869,572
870,571
871,571
872,571
873,571
874,571
875,571
876,571
877,571
878,571
879,570
880,571
881,571
882,571
883,571
884,572
885,573
886,572
887,572
888,570
889,572
890,569
891,571
892,570
893,572
894,570
895,571
896,570
897,572
898,571
899,572
900,571
901,572
902,570
903,569
904,571
905,570
906,571
907,571
908,570
909,573
910,571
911,570
912,572
913,570
914,573
915,571
916,569
917,569
918,570
919,571
920,571
921,571
922,571
923,570
924,570
925,573
926,570
927,571
928,572
929,572
930,570
931,570
932,571
933,570
934,571
935,570
936,571
937,571
938,571
939,573
940,570
941,570
942,571
943,571
944,572
945,572
946,571
947,569
948,570
949,571
950,571
951,572
952,571
953,572
954,571
955,571
956,569
957,571
958,571
959,570
960,571
961,573
962,571
963,570
964,570
965,572
966,570
967,571
968,570
969,571
970,572
971,572
972,572
973,573
974,571
975,572
976,571
977,571
978,572
979,571
980,570
981,571
982,572
983,571
984,571
985,571
986,572
987,572
988,571
989,571
990,571
991,572
992,572
993,571
994,571
995,573
996,569
997,571
998,573
999,571
1000,571
1001,571
1002,569
1003,572
1004,567
1005,572
1006,571
1007,573
1008,571
1009,573
1010,572
1011,573
1012,572
1013,573
1014,569
1015,576
1016,571
1017,573
1018,569
1019,572
1020,573
1021,572
1022,572
1023,572
1024,573
1025,573
1026,574
1027,572
1028,572
1029,574
1030,574
1031,572
1032,571
1033,573
1034,572
1035,572
1036,573
1037,572
1038,572
1039,575
1040,572
1041,574
1042,573
1043,573
1044,572
1045,573
1046,573
1047,574
1048,573
1049,574
1050,575
1051,570
1052,573
1053,572
1054,572
1055,570
1056,574
1057,574
1058,573
1059,573
1060,571
1061,572
1062,569
1063,578
1064,574
1065,573
1066,574
1067,574
1068,576
1069,574
1070,572
1071,574
1072,572
1073,573
1074,574
1075,572
1076,573
1077,574
1078,574
1079,574
1080,573
1081,575
1082,572
1083,574
1084,573
1085,574
1086,572
1087,573
1088,577
1089,575
1090,574
