Stamp,GSR
13202,617
13203,615
13204,614
13205,614
13206,615
13207,615
13208,608
13209,608
13210,611
13211,608
13212,615
13213,613
13214,611
13215,610
13216,620
13217,614
13218,611
13219,612
13220,613
13221,616
13222,609
13223,614
13224,614
13225,617
13226,620
13227,612
13228,615
13229,614
13230,615
13231,613
13232,616
13233,618
13234,610
13235,615
13236,610
13237,610
13238,617
13239,613
13240,609
13241,614
13242,610
13243,606
13244,613
13245,610
13246,614
13247,609
13248,610
13249,615
13250,613
13251,618
13252,617
13253,610
13254,613
13255,614
13256,614
13257,606
13258,613
13259,610
13260,609
13261,615
13262,606
13263,609
13264,615
13265,611
13266,617
13267,612
13268,604
13269,607
13270,608
13271,613
13272,606
13273,615
13274,611
13275,613
13276,617
13277,611
13278,612
13279,606
13280,612
13281,617
13282,603
13283,607
13284,605
13285,606
13286,611
13287,613
13288,605
13289,610
13290,612
13291,611
13292,616
13293,617
13294,614
13295,612
13296,612
13297,608
13298,610
13299,604
13300,612
13301,619
13302,607
13303,614
13304,619
13305,607
13306,604
13307,608
13308,617
13309,616
13310,613
13311,610
13312,611
13313,611
13314,609
13315,614
13316,601
13317,611
13318,613
13319,612
13320,610
13321,613
13322,614
13323,617
13324,607
13325,607
13326,611
13327,615
13328,613
13329,609
13330,608
13331,611
13332,607
13333,608
13334,614
13335,609
13336,613
13337,600
13338,606
13339,616
13340,608
13341,614
13342,606
13343,610
13344,608
13345,615
13346,620
13347,607
13348,609
13349,607
13350,608
13351,613
13352,612
13353,612
13354,615
13355,616
13356,609
13357,615
13358,608
13359,621
13360,612
13361,607
13362,609
13363,609
13364,607
13365,609
13366,616
13367,611
13368,613
13369,609
13370,613
13371,611
13372,607
13373,612
13374,609
13375,610
13376,605
13377,616
13378,605
13379,609
13380,605
13381,607
13382,612
13383,608
13384,611
13385,615
13386,614
13387,610
13388,610
13389,611
13390,616
13391,606
13392,611
13393,613
13394,614
13395,608
13396,608
13397,611
13398,611
13399,617
13400,607
13401,605
13402,613
13403,611
13404,613
13405,610
13406,610
13407,604
13408,614
13409,610
13410,612
13411,608
13412,615
13413,615
13414,611
13415,613
13416,614
13417,613
13418,611
13419,610
13420,612
13421,615
13422,605
13423,611
13424,612
13425,607
13426,608
13427,610
13428,611
13429,609
13430,611
13431,614
13432,611
13433,609
13434,614
13435,609
13436,607
13437,613
13438,611
13439,605
13440,602
13441,610
13442,608
13443,605
13444,605
13445,603
13446,612
13447,608
13448,603
13449,611
13450,610
13451,608
13452,606
13453,616
13454,610
13455,608
13456,613
13457,606
13458,610
13459,604
13460,609
13461,608
13462,607
13463,606
13464,612
13465,611
13466,607
13467,606
13468,610
13469,604
13470,609
13471,607
13472,612
13473,610
13474,604
13475,607
13476,607
13477,614
13478,614
13479,608
13480,606
13481,607
13482,611
13483,611
13484,602
13485,609
13486,610
13487,612
13488,610
13489,610
13490,607
13491,609
13492,606
13493,600
13494,615
13495,610
13496,606
13497,604
13498,602
13499,616
13500,614
13501,601
13502,608
13503,608
13504,612
13505,602
13506,610
13507,612
13508,609
13509,605
13510,604
13511,600
13512,602
13513,605
13514,604
13515,613
13516,612
13517,611
13518,609
13519,601
13520,604
13521,609
13522,614
13523,610
13524,602
13525,612
13526,609
13527,608
13528,605
13529,603
13530,599
13531,614
13532,602
13533,613
13534,601
13535,604
13536,608
13537,612
13538,606
13539,603
13540,609
13541,606
13542,604
13543,602
13544,603
13545,609
13546,605
13547,601
13548,608
13549,609
13550,608
13551,601
13552,602
13553,609
13554,609
13555,605
13556,600
13557,601
13558,604
13559,606
13560,603
13561,608
13562,612
13563,610
13564,614
13565,609
13566,605
13567,601
13568,612
13569,606
13570,605
13571,609
13572,604
13573,605
13574,606
13575,613
13576,607
13577,608
13578,603
13579,611
13580,603
13581,601
13582,612
13583,612
13584,600
13585,607
13586,603
13587,611
13588,610
13589,612
13590,612
13591,608
13592,606
13593,602
13594,610
13595,609
13596,609
13597,605
13598,603
13599,607
13600,607
13601,605
13602,601
13603,609
13604,609
13605,604
13606,611
13607,604
13608,604
13609,610
13610,596
13611,606
13612,605
13613,605
13614,608
13615,605
13616,602
13617,611
13618,607
13619,604
13620,608
13621,610
13622,604
13623,604
13624,603
13625,608
13626,608
13627,599
13628,600
13629,605
13630,603
13631,606
13632,607
13633,607
13634,605
13635,606
13636,608
13637,603
13638,609
13639,610
13640,602
13641,602
13642,606
13643,606
13644,606
13645,607
13646,600
13647,604
13648,606
13649,606
13650,606
13651,611
13652,611
13653,602
13654,615
13655,607
13656,605
13657,609
13658,607
13659,604
13660,594
13661,604
13662,609
13663,604
13664,597
13665,602
13666,602
13667,607
13668,604
13669,601
13670,604
13671,606
13672,606
13673,600
13674,604
13675,606
13676,601
13677,605
13678,598
13679,604
13680,606
13681,602
13682,603
13683,604
13684,606
13685,605
13686,602
13687,614
13688,611
13689,603
13690,611
13691,605
13692,601
13693,601
13694,604
13695,605
13696,597
13697,610
13698,605
13699,604
13700,603
13701,602
13702,605
13703,606
13704,610
13705,608
13706,604
13707,608
13708,606
13709,599
13710,600
13711,606
13712,607
13713,598
13714,600
13715,606
13716,604
13717,605
13718,601
13719,605
13720,606
13721,606
13722,599
13723,613
13724,612
13725,606
13726,607
13727,606
13728,603
13729,597
13730,601
13731,608
13732,603
13733,604
13734,601
13735,598
13736,602
13737,603
13738,606
13739,601
13740,603
13741,605
13742,603
13743,610
13744,606
13745,603
13746,604
13747,600
13748,607
13749,603
13750,606
13751,606
13752,608
13753,606
13754,605
13755,602
13756,603
13757,602
13758,605
13759,597
13760,602
13761,607
13762,606
13763,608
13764,606
13765,608
13766,603
13767,603
13768,609
13769,605
13770,603
13771,604
13772,606
13773,608
13774,609
13775,606
13776,605
13777,602
13778,607
13779,609
13780,603
13781,606
13782,602
13783,603
13784,609
13785,605
13786,603
13787,602
13788,596
13789,601
13790,607
13791,610
13792,607
13793,602
13794,598
13795,606
13796,607
13797,607
13798,600
13799,599
13800,597
13801,599
13802,605
13803,602
13804,605
13805,604
13806,607
13807,605
13808,603
13809,598
13810,599
13811,605
13812,604
13813,602
13814,607
13815,605
13816,606
13817,600
13818,605
13819,601
13820,605
13821,601
13822,601
13823,608
13824,603
13825,601
13826,596
13827,598
13828,603
13829,603
13830,605
13831,603
13832,609
13833,607
13834,606
13835,610
13836,603
13837,598
13838,601
13839,599
13840,604
13841,604
13842,605
13843,605
13844,598
13845,606
13846,603
13847,607
13848,603
13849,603
13850,602
13851,603
13852,607
13853,594
13854,601
13855,606
13856,607
13857,602
13858,606
13859,603
13860,603
13861,603
13862,604
13863,600
13864,599
13865,602
13866,604
13867,608
13868,602
13869,599
13870,602
13871,598
13872,598
13873,611
13874,602
13875,597
13876,605
13877,604
13878,601
13879,604
13880,598
13881,602
13882,599
13883,603
13884,603
13885,603
13886,604
13887,601
13888,606
13889,604
13890,602
13891,608
13892,599
13893,603
13894,597
13895,600
13896,608
13897,599
13898,602
13899,603
13900,597
13901,597
13902,600
13903,599
13904,599
13905,607
13906,611
13907,602
13908,608
13909,598
13910,603
13911,602
13912,601
13913,602
13914,607
13915,603
13916,600
13917,604
13918,602
13919,604
13920,599
13921,605
13922,602
13923,604
13924,593
13925,604
13926,602
13927,602
13928,599
13929,608
13930,601
13931,601
13932,603
13933,602
13934,599
13935,597
13936,600
13937,595
13938,603
13939,598
13940,601
13941,597
13942,599
13943,603
13944,605
13945,602
13946,609
13947,608
13948,598
13949,592
13950,602
13951,601
13952,600
13953,603
13954,593
13955,599
13956,602
13957,606
13958,603
13959,602
13960,599
13961,603
13962,599
13963,598
13964,604
13965,591
13966,604
13967,600
13968,603
13969,599
13970,598
13971,601
13972,605
13973,600
13974,600
13975,600
13976,600
13977,599
13978,598
13979,601
13980,603
13981,604
13982,600
13983,598
13984,599
13985,603
13986,599
13987,601
13988,603
13989,604
13990,603
13991,601
13992,605
13993,605
13994,601
13995,604
13996,602
13997,606
13998,603
13999,606
14000,603
14001,598
14002,603
14003,603
14004,598
14005,595
14006,601
14007,597
14008,604
14009,604
14010,604
14011,606
14012,605
14013,598
14014,605
14015,597
14016,598
14017,605
14018,603
14019,595
14020,594
14021,597
14022,596
14023,601
14024,602
14025,605
14026,604
14027,599
14028,603
14029,603
14030,603
14031,596
14032,598
14033,601
14034,604
14035,607
14036,598
14037,608
14038,607
14039,603
14040,594
14041,596
14042,592
14043,601
14044,601
14045,600
14046,603
14047,602
14048,601
14049,599
14050,604
14051,602
14052,604
14053,601
14054,596
14055,598
14056,597
14057,609
14058,594
14059,604
14060,609
14061,601
14062,597
14063,597
14064,598
14065,600
14066,600
14067,601
14068,604
14069,602
14070,599
14071,600
14072,599
14073,600
14074,601
14075,595
14076,595
14077,603
14078,598
14079,596
14080,599
14081,604
14082,610
14083,603
14084,604
14085,600
14086,591
14087,597
14088,604
14089,601
14090,599
14091,604
14092,602
14093,605
14094,603
14095,607
14096,600
14097,596
14098,595
14099,605
14100,599
14101,605
14102,600
14103,606
14104,603
14105,600
14106,599
14107,599
14108,591
14109,594
14110,600
14111,600
14112,599
14113,602
14114,596
14115,600
14116,596
14117,597
14118,596
14119,602
14120,606
14121,590
14122,603
14123,601
14124,603
14125,600
14126,604
14127,603
14128,596
14129,599
14130,596
14131,601
14132,595
14133,597
14134,595
14135,595
14136,604
14137,601
14138,607
14139,601
14140,601
14141,597
14142,603
14143,600
14144,600
14145,600
14146,596
14147,602
14148,603
14149,598
14150,595
14151,601
14152,601
14153,601
14154,599
14155,599
14156,605
14157,599
14158,599
14159,597
14160,603
14161,605
14162,606
14163,600
14164,596
14165,608
14166,599
14167,609
14168,597
14169,598
14170,602
14171,597
14172,605
14173,601
14174,601
14175,602
14176,599
14177,599
14178,597
14179,604
14180,598
14181,601
14182,603
14183,603
14184,597
14185,603
14186,599
14187,597
14188,604
14189,603
14190,599
14191,603
14192,605
14193,602
14194,606
14195,605
14196,602
14197,605
14198,595
14199,608
14200,605
14201,606
14202,598
14203,600
14204,597
14205,609
14206,604
14207,596
14208,600
14209,601
14210,600
14211,604
14212,594
14213,602
14214,596
14215,601
14216,599
14217,604
14218,594
14219,598
14220,594
14221,597
14222,606
14223,600
14224,603
14225,594
14226,600
14227,601
14228,602
14229,598
14230,596
14231,602
14232,598
14233,600
14234,601
14235,607
14236,601
14237,595
14238,599
14239,597
14240,598
14241,600
14242,590
14243,598
14244,600
14245,601
14246,606
14247,604
14248,602
14249,596
14250,603
14251,597
14252,602
14253,593
14254,598
14255,604
14256,606
14257,600
14258,600
14259,603
14260,601
14261,609
14262,604
14263,598
14264,600
14265,599
14266,601
14267,593
14268,596
14269,602
14270,597
14271,594
14272,601
14273,601
14274,607
14275,597
14276,600
14277,597
14278,597
14279,603
14280,594
14281,601
14282,601
14283,604
14284,600
14285,598
14286,597
14287,597
14288,600
14289,600
14290,604
14291,603
14292,599
14293,600
14294,600
14295,602
14296,604
14297,601
14298,603
14299,596
14300,597
14301,605
14302,600
14303,593
14304,596
14305,598
14306,598
14307,597
14308,603
14309,605
14310,603
14311,600
14312,597
14313,596
14314,604
14315,598
14316,603
14317,594
14318,595
14319,600
14320,603
14321,602
14322,606
14323,601
14324,597
14325,605
14326,596
14327,594
14328,595
14329,594
14330,596
14331,605
14332,601
14333,604
14334,602
14335,602
14336,596
14337,598
14338,598
14339,598
14340,595
14341,598
14342,597
14343,604
14344,599
14345,603
14346,596
14347,593
14348,601
14349,592
14350,599
14351,610
14352,597
14353,590
14354,596
14355,601
14356,604
14357,603
14358,599
14359,599
14360,595
14361,597
14362,605
14363,606
14364,591
14365,598
14366,603
14367,601
14368,602
14369,607
14370,600
14371,597
14372,593
14373,599
14374,596
14375,598
14376,596
14377,605
14378,597
14379,596
14380,598
14381,593
14382,602
14383,603
14384,600
14385,600
14386,595
14387,598
14388,597
14389,604
14390,598
14391,598
14392,599
14393,598
14394,604
14395,599
14396,596
14397,597
14398,595
14399,599
14400,593
14401,602
14402,603
14403,599
14404,597
14405,594
14406,595
14407,600
14408,603
14409,597
14410,599
14411,595
14412,599
14413,597
14414,597
14415,591
14416,599
14417,599
14418,602
14419,589
14420,589
14421,590
14422,596
14423,598
14424,595
14425,600
14426,597
14427,602
14428,597
14429,598
14430,599
14431,596
14432,601
14433,600
14434,592
14435,587
14436,594
14437,594
14438,601
14439,595
14440,594
14441,602
14442,594
14443,599
14444,595
14445,600
14446,594
14447,596
14448,595
14449,589
14450,599
14451,603
14452,597
14453,592
14454,602
14455,597
14456,597
14457,601
14458,599
14459,602
14460,592
14461,594
14462,598
14463,589
14464,597
14465,593
14466,594
14467,596
14468,598
14469,601
14470,601
14471,598
14472,600
14473,594
14474,603
14475,593
14476,596
14477,597
14478,591
14479,594
14480,596
14481,598
14482,604
14483,593
14484,601
14485,595
14486,596
14487,601
14488,593
14489,598
14490,588
14491,598
14492,596
14493,595
14494,595
14495,594
14496,600
14497,605
14498,594
14499,590
14500,601
14501,597
14502,593
14503,596
14504,594
14505,600
14506,590
14507,598
14508,598
14509,593
14510,598
14511,591
14512,598
14513,598
14514,600
14515,596
14516,594
14517,594
14518,593
14519,602
14520,588
14521,594
14522,592
14523,592
14524,590
14525,593
14526,599
14527,594
14528,592
14529,591
14530,596
14531,596
14532,597
14533,596
14534,602
14535,597
14536,598
14537,600
14538,595
14539,592
14540,598
14541,600
14542,594
14543,599
14544,597
14545,603
14546,601
14547,601
14548,598
14549,593
14550,599
14551,601
14552,595
14553,597
14554,600
14555,602
14556,596
14557,595
14558,596
14559,596
14560,590
14561,603
14562,595
14563,597
14564,593
14565,597
14566,603
14567,593
14568,597
14569,600
14570,600
14571,595
14572,594
14573,595
14574,599
14575,590
14576,597
14577,602
14578,598
14579,592
14580,599
14581,601
14582,593
14583,595
14584,600
14585,589
14586,597
14587,598
14588,596
14589,593
14590,599
14591,601
14592,595
14593,591
14594,592
14595,596
14596,587
14597,601
14598,600
14599,594
14600,593
14601,600
14602,598
14603,592
14604,597
14605,592
14606,598
14607,596
14608,596
14609,593
14610,595
14611,594
14612,597
14613,589
14614,588
14615,595
14616,598
14617,592
14618,594
14619,590
14620,599
14621,591
14622,592
14623,589
14624,595
14625,596
14626,596
14627,596
14628,592
14629,600
14630,586
14631,590
14632,590
14633,598
14634,596
14635,592
14636,595
14637,596
14638,589
14639,589
14640,596
14641,603
14642,600
14643,595
14644,593
14645,596
14646,596
14647,597
14648,593
14649,596
14650,593
14651,597
14652,594
14653,598
14654,597
14655,591
14656,590
14657,600
14658,587
14659,598
14660,593
14661,585
14662,591
14663,587
14664,589
14665,602
14666,591
14667,597
14668,598
14669,596
14670,591
14671,597
14672,596
14673,596
14674,596
14675,601
14676,595
14677,595
14678,601
14679,584
14680,589
14681,597
14682,589
14683,596
14684,594
14685,598
14686,597
14687,596
14688,590
14689,593
14690,591
14691,590
14692,594
14693,593
14694,597
14695,600
14696,592
14697,592
14698,601
14699,588
14700,595
14701,598
14702,601
14703,595
14704,592
14705,594
14706,594
14707,594
14708,597
14709,591
14710,596
14711,593
14712,590
14713,598
14714,600
14715,597
14716,586
14717,597
14718,595
14719,590
14720,590
14721,590
14722,593
14723,593
14724,591
14725,593
14726,590
14727,595
14728,594
14729,596
14730,590
14731,590
14732,597
14733,589
14734,591
14735,595
14736,589
14737,596
14738,595
14739,589
14740,597
14741,597
14742,596
14743,588
14744,593
14745,592
14746,592
14747,594
14748,593
14749,595
14750,591
14751,590
14752,595
14753,587
14754,593
14755,592
14756,602
14757,588
14758,596
14759,597
14760,590
14761,598
14762,590
14763,598
14764,593
14765,598
14766,593
14767,601
14768,596
14769,595
14770,594
14771,587
14772,596
14773,594
14774,596
14775,596
14776,595
14777,597
14778,594
14779,597
14780,593
14781,596
14782,590
14783,596
14784,591
14785,593
14786,596
14787,601
14788,589
14789,591
14790,593
14791,590
14792,590
14793,597
14794,584
14795,589
14796,587
14797,593
14798,589
14799,598
14800,595
14801,597
14802,590
14803,595
14804,593
14805,600
14806,590
14807,597
14808,599
14809,588
14810,593
14811,595
14812,594
14813,595
14814,596
14815,589
14816,594
14817,596
14818,601
14819,589
14820,597
14821,595
14822,598
14823,598
14824,590
14825,597
14826,592
14827,598
14828,592
14829,592
14830,595
14831,597
14832,592
14833,592
14834,591
14835,590
14836,592
14837,592
14838,597
14839,593
14840,590
14841,594
14842,590
14843,597
14844,591
14845,594
14846,586
14847,591
14848,593
14849,586
14850,592
14851,591
14852,596
14853,592
14854,586
14855,591
14856,592
14857,594
14858,592
14859,594
14860,594
14861,601
14862,591
14863,591
14864,592
14865,593
14866,593
14867,597
14868,591
14869,589
14870,583
14871,599
14872,586
14873,587
14874,590
14875,595
14876,592
14877,596
14878,589
14879,595
14880,589
14881,595
14882,590
14883,594
14884,592
14885,598
14886,595
14887,588
14888,592
14889,592
14890,590
14891,594
14892,590
14893,588
14894,595
14895,594
14896,587
14897,590
14898,584
14899,595
14900,589
14901,592
14902,595
14903,588
14904,594
14905,597
14906,592
14907,598
14908,594
14909,590
14910,588
14911,597
14912,594
14913,596
14914,593
14915,589
14916,597
14917,592
14918,590
14919,592
14920,593
14921,590
14922,592
14923,591
14924,597
14925,589
14926,595
14927,591
14928,599
14929,597
14930,590
14931,586
14932,591
14933,590
14934,597
14935,600
14936,592
14937,589
14938,593
14939,586
14940,584
14941,589
14942,593
14943,594
14944,596
14945,595
14946,588
14947,590
14948,593
14949,591
14950,589
14951,594
14952,586
14953,594
14954,588
14955,593
14956,593
14957,588
14958,592
14959,591
14960,590
14961,589
14962,587
14963,592
14964,597
14965,595
14966,592
14967,593
14968,589
14969,590
14970,596
14971,591
14972,595
14973,597
14974,590
14975,583
14976,588
14977,599
14978,595
14979,595
14980,591
14981,597
14982,589
14983,594
14984,583
14985,590
14986,597
14987,590
14988,589
14989,594
14990,597
14991,584
14992,591
14993,587
14994,588
14995,593
14996,591
14997,597
14998,589
14999,590
15000,585
15001,593
15002,597
15003,594
15004,591
15005,592
15006,588
15007,586
15008,588
15009,589
15010,593
15011,591
15012,589
15013,592
15014,591
15015,591
15016,595
15017,592
15018,588
15019,594
15020,584
15021,585
15022,585
15023,589
15024,590
15025,589
15026,592
15027,598
15028,592
15029,587
15030,597
15031,597
15032,597
15033,588
15034,589
15035,599
15036,583
15037,586
15038,588
15039,588
15040,595
15041,600
15042,589
15043,589
15044,593
15045,591
15046,587
15047,589
15048,592
15049,592
15050,587
15051,588
15052,590
15053,584
15054,586
15055,593
15056,587
15057,595
15058,587
15059,593
15060,587
15061,586
15062,587
15063,587
15064,592
15065,584
15066,594
15067,593
15068,592
15069,587
15070,589
15071,588
15072,596
15073,589
15074,591
15075,592
15076,584
15077,581
15078,598
15079,596
15080,591
15081,594
15082,585
15083,598
15084,596
15085,588
15086,590
15087,594
15088,590
15089,592
15090,587
15091,588
15092,581
15093,593
15094,597
15095,589
15096,590
15097,592
15098,587
15099,589
15100,589
15101,591
15102,597
15103,589
15104,599
15105,588
15106,598
15107,594
15108,593
15109,586
15110,589
15111,591
15112,590
15113,585
15114,593
15115,596
15116,585
15117,594
15118,589
15119,591
15120,589
15121,586
15122,586
15123,594
15124,591
15125,593
15126,585
15127,597
15128,594
15129,592
15130,596
15131,591
15132,593
15133,588
15134,587
15135,588
15136,583
15137,588
15138,590
15139,590
15140,586
15141,584
15142,593
15143,584
15144,589
15145,588
15146,585
15147,582
15148,588
15149,585
15150,587
15151,584
15152,589
15153,587
15154,595
15155,593
15156,590
15157,594
15158,589
15159,594
15160,593
15161,587
15162,588
15163,589
15164,590
15165,589
15166,595
15167,585
15168,588
15169,591
15170,587
15171,589
15172,588
15173,580
15174,588
15175,596
15176,580
15177,582
15178,593
15179,594
15180,585
15181,593
15182,585
15183,588
15184,592
15185,591
15186,586
15187,596
15188,589
15189,585
15190,590
15191,585
15192,579
15193,587
15194,590
15195,585
15196,588
15197,590
15198,585
15199,592
15200,589
15201,592
15202,593
15203,588
15204,588
15205,589
15206,592
15207,589
15208,594
15209,588
15210,583
15211,590
15212,589
15213,590
15214,588
15215,588
15216,591
15217,587
15218,590
15219,587
15220,586
15221,587
15222,590
15223,589
15224,587
15225,590
15226,587
15227,587
15228,590
15229,587
15230,588
15231,578
15232,592
15233,590
15234,590
15235,585
15236,590
15237,584
15238,590
15239,589
15240,590
15241,596
15242,585
15243,588
15244,589
15245,585
15246,581
15247,582
15248,586
15249,586
15250,590
15251,585
15252,592
15253,582
15254,592
15255,585
15256,587
15257,584
15258,587
15259,588
15260,591
15261,588
15262,593
15263,586
15264,586
15265,591
15266,590
15267,590
15268,582
15269,587
15270,593
15271,580
15272,586
15273,587
15274,584
15275,594
15276,591
15277,595
15278,594
15279,581
15280,581
15281,591
15282,579
15283,586
15284,592
15285,591
15286,584
15287,593
15288,587
15289,587
15290,588
15291,590
15292,588
15293,590
15294,585
15295,582
15296,584
15297,584
15298,580
15299,586
15300,591
15301,588
15302,590
15303,587
15304,595
15305,587
15306,585
15307,592
15308,592
15309,591
15310,587
15311,586
15312,587
15313,583
15314,585
15315,590
15316,586
15317,584
15318,594
15319,593
15320,585
15321,592
15322,584
15323,585
15324,590
15325,579
15326,587
15327,590
15328,584
15329,587
15330,588
15331,588
15332,597
15333,591
15334,587
15335,586
15336,597
15337,589
15338,592
15339,590
15340,586
15341,595
15342,591
15343,587
15344,585
15345,589
15346,589
15347,592
15348,590
15349,586
15350,589
15351,589
15352,590
15353,587
15354,596
15355,591
15356,587
15357,587
15358,580
15359,590
15360,589
15361,592
15362,587
15363,587
15364,586
15365,590
15366,587
15367,585
15368,587
15369,589
15370,585
15371,579
15372,596
15373,585
15374,592
15375,589
15376,585
15377,584
15378,588
15379,590
15380,588
15381,586
15382,592
15383,582
15384,584
15385,586
15386,586
15387,590
15388,588
15389,587
15390,587
15391,588
15392,589
15393,592
15394,590
15395,590
15396,594
15397,586
15398,586
15399,590
15400,591
15401,593
15402,593
15403,588
15404,587
15405,588
15406,582
15407,587
15408,592
15409,592
15410,592
15411,582
15412,586
15413,588
15414,584
15415,580
15416,584
15417,593
15418,589
15419,593
15420,587
15421,589
15422,593
15423,586
15424,586
15425,591
15426,587
15427,588
15428,584
15429,590
15430,586
15431,589
15432,585
15433,586
15434,586
15435,590
15436,586
15437,587
15438,589
15439,590
15440,589
15441,587
15442,584
15443,589
15444,589
15445,594
15446,596
15447,593
15448,585
15449,585
15450,588
15451,580
15452,592
15453,582
15454,596
15455,589
15456,584
15457,590
15458,595
15459,597
15460,586
15461,591
15462,588
15463,585
15464,587
15465,586
15466,587
15467,594
15468,588
15469,586
15470,586
15471,597
15472,589
15473,587
15474,589
15475,585
15476,588
15477,589
15478,588
15479,583
15480,587
15481,590
15482,584
15483,586
15484,597
15485,583
15486,597
15487,585
15488,586
15489,585
15490,592
15491,590
15492,589
15493,587
15494,587
15495,591
15496,588
15497,586
15498,590
15499,597
15500,584
15501,590
15502,586
15503,591
15504,589
15505,586
15506,595
15507,584
15508,592
15509,585
15510,590
15511,585
15512,591
15513,585
15514,593
15515,592
15516,588
15517,596
15518,592
15519,588
15520,591
15521,587
15522,589
15523,594
15524,592
15525,584
15526,593
15527,586
15528,593
15529,585
15530,588
15531,583
15532,591
15533,595
15534,582
15535,581
15536,588
15537,583
15538,591
15539,597
15540,589
15541,594
15542,593
15543,587
15544,590
15545,584
15546,597
15547,588
15548,592
15549,588
15550,595
15551,585
15552,592
15553,592
15554,585
15555,596
15556,593
15557,596
15558,586
15559,590
15560,591
15561,591
15562,588
15563,583
15564,589
15565,589
15566,589
15567,591
15568,593
15569,589
15570,590
15571,588
15572,592
15573,591
15574,591
15575,590
15576,591
15577,586
15578,598
15579,588
15580,589
15581,589
15582,591
15583,587
15584,588
15585,582
15586,594
15587,592
15588,590
15589,584
15590,588
15591,597
15592,585
15593,585
15594,585
15595,595
15596,596
15597,586
15598,593
15599,588
15600,595
15601,594
15602,592
15603,599
15604,592
15605,582
15606,591
15607,590
15608,591
15609,588
15610,591
15611,591
15612,588
15613,587
15614,590
15615,590
15616,588
15617,587
15618,597
15619,595
15620,590
15621,600
15622,595
15623,590
15624,590
15625,590
15626,592
15627,591
15628,589
15629,589
15630,585
15631,590
15632,598
15633,595
15634,591
15635,587
15636,591
15637,590
15638,584
15639,590
15640,584
15641,589
15642,595
15643,585
15644,590
15645,593
15646,590
15647,588
15648,590
15649,595
15650,583
15651,590
15652,583
15653,585
15654,589
15655,593
15656,594
15657,590
15658,591
15659,589
15660,595
15661,592
15662,592
15663,596
15664,590
15665,592
15666,593
15667,589
15668,588
15669,595
15670,587
15671,589
15672,592
15673,587
15674,589
15675,582
15676,589
15677,590
15678,593
15679,586
15680,590
15681,592
15682,591
15683,592
15684,592
15685,586
15686,587
15687,592
15688,602
15689,592
15690,589
15691,589
15692,592
15693,594
15694,587
15695,595
15696,589
15697,587
15698,592
15699,593
15700,588
15701,594
15702,592
15703,591
15704,589
15705,585
15706,586
15707,589
15708,585
15709,589
15710,593
15711,585
15712,588
15713,593
15714,590
15715,592
15716,592
15717,592
15718,588
15719,588
15720,591
15721,590
15722,595
15723,587
15724,594
15725,592
15726,590
15727,584
15728,584
15729,592
15730,594
15731,588
15732,593
15733,588
15734,595
15735,593
15736,586
15737,587
15738,588
15739,590
15740,585
15741,589
15742,589
15743,586
15744,588
15745,593
15746,587
15747,590
15748,590
15749,592
15750,590
15751,593
15752,589
15753,592
15754,595
15755,584
15756,591
15757,590
15758,579
15759,591
15760,582
15761,596
15762,591
15763,593
15764,580
15765,588
15766,589
15767,590
15768,587
15769,585
15770,591
15771,583
15772,589
15773,591
15774,585
15775,590
15776,589
15777,589
15778,589
15779,584
15780,590
15781,588
15782,589
15783,587
15784,593
15785,588
15786,593
15787,592
15788,588
15789,596
15790,589
15791,590
15792,599
15793,584
15794,592
15795,593
15796,585
15797,587
15798,590
15799,584
15800,594
15801,587
15802,581
15803,592
15804,590
15805,594
15806,584
15807,587
15808,596
15809,590
15810,586
15811,579
15812,589
15813,590
15814,586
15815,586
15816,595
15817,590
15818,591
15819,588
15820,584
15821,590
15822,590
15823,583
15824,587
15825,592
15826,588
15827,591
15828,590
15829,591
15830,589
15831,593
15832,589
15833,587
15834,589
15835,592
15836,592
15837,589
15838,596
15839,586
15840,585
15841,585
15842,593
15843,594
15844,587
15845,587
15846,589
15847,591
15848,584
15849,588
15850,590
15851,589
15852,591
15853,585
15854,597
15855,589
15856,587
15857,589
15858,589
15859,593
15860,587
15861,584
15862,586
15863,592
15864,591
15865,586
15866,590
15867,594
15868,592
15869,593
15870,581
15871,592
15872,584
15873,593
15874,586
15875,587
15876,587
15877,586
15878,586
15879,580
15880,586
15881,595
15882,591
15883,592
15884,585
15885,589
15886,591
15887,585
15888,590
15889,589
15890,586
15891,589
15892,586
15893,586
15894,580
15895,591
15896,591
15897,594
15898,588
15899,588
15900,592
15901,586
15902,590
15903,588
15904,583
15905,590
15906,589
15907,586
15908,589
15909,591
15910,588
15911,587
15912,588
15913,584
15914,590
15915,588
15916,583
15917,584
15918,588
15919,589
15920,582
15921,592
15922,591
15923,589
15924,588
15925,581
15926,584
15927,583
15928,594
15929,592
15930,588
15931,584
15932,584
15933,583
15934,594
15935,587
15936,588
15937,591
15938,584
15939,595
15940,590
15941,589
15942,586
15943,593
15944,593
15945,576
15946,589
15947,580
15948,588
15949,592
15950,590
15951,589
15952,589
15953,584
15954,586
15955,587
15956,588
15957,583
15958,586
15959,585
15960,590
15961,590
15962,587
15963,585
15964,585
15965,584
15966,585
15967,593
15968,590
15969,588
15970,588
15971,593
15972,582
15973,583
15974,589
15975,585
15976,584
15977,587
15978,587
15979,591
15980,588
15981,583
15982,593
15983,583
15984,594
15985,586
15986,584
15987,591
15988,582
15989,585
15990,593
15991,594
15992,587
15993,582
15994,589
15995,587
15996,590
15997,595
15998,586
15999,588
