timestamp,TIMESTAMP,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_P,GYRO_R,GYRO_Y,GSR_RES,GSR_CON,PPG_RAW,HEART_RATE,HRV
1911254.9333348,2018011.75,7.760622501373291,-2.4177138805389404,5.639736652374268,2.0458016395568848,-1.2977099418640137,-1.2977099418640137,3204.031494140625,1346.0,1400.0,284.4444580078125,210.9375
1911254.934088,2018019.625,7.777379035949707,-2.3913824558258057,5.658886909484863,2.2290077209472656,-1.3587785959243774,-1.7404580116271973,3204.031494140625,1346.0,1400.7325439453125,284.4444580078125,210.9375
1911254.9347023,2018027.375,7.820466995239258,-2.386594772338867,5.72112512588501,2.1984732151031494,-1.8625954389572144,-1.5572519302368164,3204.031494140625,1346.0,1402.930419921875,284.4444580078125,210.9375
1911254.9508878,2018035.25,7.774984836578369,-2.405745029449463,5.692399978637695,1.8320610523223877,-1.7557251453399658,-1.5267175436019897,3204.031494140625,1346.0,1405.86083984375,284.4444580078125,210.9375
1911254.9583703,2018043.0,7.76780366897583,-2.4248952865600586,5.697187423706055,1.496183156967163,-2.0916030406951904,-1.7251908779144287,3204.031494140625,1346.0,1406.5933837890625,202.1052703857422,296.875
1911254.9789837,2018050.875,7.774984836578369,-2.4081387519836426,5.71873140335083,1.496183156967163,-1.8167939186096191,-1.6793893575668335,3204.031494140625,1346.0,1405.86083984375,202.1052703857422,296.875
1911254.9794925,2018058.625,7.825254440307617,-2.3698384761810303,5.685218334197998,0.35114502906799316,-1.6488549709320068,-1.4351145029067993,3204.031494140625,1346.0,1405.128173828125,202.1052703857422,296.875
1911254.981725,2018066.5,7.861160755157471,-2.345900774002075,5.678037166595459,-1.0534350872039795,-1.5419846773147583,-1.2977099418640137,3199.359130859375,1347.0,1404.3956298828125,202.1052703857422,296.875
1911254.9946824,2018074.25,7.81807279586792,-2.3937761783599854,5.651705741882324,-2.030534267425537,-0.9618320465087891,-1.4045801162719727,3204.031494140625,1346.0,1403.6629638671875,202.1052703857422,296.875
1911254.9953734,2018082.125,7.760622501373291,-2.4272890090942383,5.637342929840088,-2.641221284866333,-0.7480915784835815,-1.6793893575668335,3204.031494140625,1346.0,1402.19775390625,202.1052703857422,296.875
1911255.0063503,2018089.875,7.8061041831970215,-2.4177138805389404,5.646917819976807,-2.0458016395568848,-0.6412213444709778,-1.572519063949585,3199.359130859375,1347.0,1401.4652099609375,202.1052703857422,296.875
1911255.0068428,2018097.75,7.901854991912842,-2.381807327270508,5.678037166595459,-0.6564885377883911,-1.0229008197784424,-1.694656491279602,3199.359130859375,1347.0,1401.4652099609375,202.1052703857422,296.875
1911255.0173884,2018105.5,7.863554954528809,-2.3913824558258057,5.685218334197998,0.9923664331436157,-1.267175555229187,-1.9236640930175781,3199.359130859375,1347.0,1401.4652099609375,202.1052703857422,296.875
1911255.033243,2018113.375,7.875523567199707,-2.386594772338867,5.658886909484863,1.0687023401260376,-1.0687023401260376,-1.9083969593048096,3199.359130859375,1347.0,1401.4652099609375,202.1052703857422,296.875
1911255.0335147,2018121.125,7.844404697418213,-2.4177138805389404,5.699581146240234,0.3664122223854065,-1.587786316871643,-1.8167939186096191,3199.359130859375,1347.0,1402.930419921875,202.1052703857422,296.875
1911255.0393711,2018129.0,7.849192142486572,-2.4248952865600586,5.713943958282471,0.1221374049782753,-1.2824426889419556,-1.877862572669983,3199.359130859375,1347.0,1403.6629638671875,202.1052703857422,296.875
1911255.0451963,2018136.75,7.837223052978516,-2.4105327129364014,5.704368591308594,0.290076345205307,-1.0992366075515747,-1.694656491279602,3199.359130859375,1347.0,1402.19775390625,202.1052703857422,296.875
1911255.0574438,2018144.625,7.794135093688965,-2.3842010498046875,5.752243995666504,0.7633587718009949,-0.6870229244232178,-1.694656491279602,3194.700439453125,1348.0,1400.7325439453125,202.1052703857422,296.875
1911255.0622676,2018152.375,7.803710460662842,-2.3674447536468506,5.776181697845459,1.2824426889419556,-1.2061069011688232,-1.7404580116271973,3194.700439453125,1348.0,1399.2674560546875,202.1052703857422,296.875
1911255.0771976,2018160.25,7.794135093688965,-2.381807327270508,5.749850273132324,0.6259542107582092,-0.9923664331436157,-1.6335878372192383,3194.700439453125,1348.0,1399.2674560546875,202.1052703857422,296.875
1911255.0851455,2018168.0,7.763016223907471,-2.422501564025879,5.7642130851745605,1.0076335668563843,-1.3435114622116089,-1.572519063949585,3194.700439453125,1348.0,1399.2674560546875,202.1052703857422,296.875
1911255.0855017,2018175.875,7.748653411865234,-2.4272890090942383,5.7713942527771,1.2061069011688232,-2.0458016395568848,-1.6183205842971802,3199.359130859375,1347.0,1400.7325439453125,202.1052703857422,296.875
1911255.0940908,2018183.625,7.798923015594482,-2.362657070159912,5.749850273132324,0.7938931584358215,-1.9389313459396362,-1.0229008197784424,3194.700439453125,1348.0,1400.7325439453125,202.1052703857422,296.875
1911255.1021313,2018191.5,7.839616775512695,-2.3243565559387207,5.754637718200684,0.4885496199131012,-1.9847328662872314,-0.7938931584358215,3190.05517578125,1349.0,1401.4652099609375,202.1052703857422,296.875
1911255.1131101,2018199.25,7.8061041831970215,-2.3698384761810303,5.704368591308594,0.13740457594394684,-1.9847328662872314,-0.8396946787834167,3194.700439453125,1348.0,1400.0,202.1052703857422,296.875
1911255.1231778,2018207.125,7.81567907333374,-2.338719367980957,5.658886909484863,0.030534351244568825,-2.0916030406951904,-0.9160305261611938,3194.700439453125,1348.0,1402.19775390625,202.1052703857422,296.875
1911255.1237475,2018214.875,7.7965288162231445,-2.348294496536255,5.678037166595459,0.13740457594394684,-1.9541984796524048,-0.9007633328437805,3194.700439453125,1348.0,1402.930419921875,202.1052703857422,296.875
1911255.1349699,2018222.75,7.837223052978516,-2.3506882190704346,5.668461799621582,0.4885496199131012,-1.587786316871643,-1.0534350872039795,3190.05517578125,1349.0,1404.3956298828125,202.1052703857422,296.875
1911255.1434262,2018230.5,7.8228607177734375,-2.329144239425659,5.6493120193481445,0.06106870248913765,-1.6335878372192383,-1.5572519302368164,3190.05517578125,1349.0,1403.6629638671875,202.1052703857422,296.875
1911255.1509686,2018238.375,7.858767032623291,-2.3195691108703613,5.651705741882324,-0.2748091518878937,-1.1908396482467651,-1.0076335668563843,3194.700439453125,1348.0,1403.6629638671875,202.1052703857422,296.875
1911255.1607828,2018246.125,7.808497905731201,-2.348294496536255,5.646917819976807,-0.2442748099565506,-1.160305380821228,-1.6030534505844116,3194.700439453125,1348.0,1402.930419921875,202.1052703857422,296.875
1911255.1611125,2018254.0,7.786953926086426,-2.3506882190704346,5.666068077087402,-0.10687022656202316,-1.0229008197784424,-1.4809160232543945,3190.05517578125,1349.0,1400.7325439453125,202.1052703857422,296.875
1911255.1759506,2018261.75,7.8228607177734375,-2.3363256454467773,5.694793701171875,-0.21374045312404633,-0.9618320465087891,-1.4351145029067993,3190.05517578125,1349.0,1397.069580078125,202.1052703857422,296.875
